post_id,external_post_id,platform_name,page_name,content_type,full_date,reach,engagement_count,engagement_rate,virality_score,caption,loaded_comment_count,positive_comment_count,sentiment_ratio
1105,CJ3mlOtsRR4,youtube,Trung Nguyên Legend,video,2023-09-28,3045,97,3.1856,0.0,Ấn tượng với ly cà phê Việt Nam tại không gian quán Trung Nguyên Legend đầu tiên ở Mỹ,2,0,0.0
517,f5MXaeKV3KA,youtube,Trung Nguyên Legend,video,2024-09-29,1990,96,4.8241,0.0,Tầm nhìn 20 tỷ đô cho ngành cà phê Việt Nam,2,1,50.0
170,i9DvYZ4iRsc,youtube,Highlands Coffee Vietnam,video,2018-12-04,3914,94,2.4016,0.0,"Highlands Coffee - Tự Hào Đất Việt - nơi GIÀU không chỉ bạc vàng, mà là DI SẢN giang san TỰ HÀO",0,0,
1262,rQ5fBFPboj8,youtube,Trung Nguyên Legend,video,2021-10-06,3182,94,2.9541,0.0,Quốc gia khởi nghiệp - Cuốn sách giải mã thành công của Israel,4,2,50.0
1237,7x0tnQUbhFU,youtube,Trung Nguyên Legend,video,2021-12-15,5111,93,1.8196,0.0,CÀ PHÊ TRIẾT ĐẠO | Văn minh cà phê Ottoman - Di sản văn hoá nhân loại,5,1,20.0
163,C4ep13_7_-w,youtube,Highlands Coffee Vietnam,video,2019-06-17,7656,93,1.2147,0.0,Phin Sữa Đá - Vị Ngon Đậm Đà,0,0,
1344,5xUwg2WU3Zk,youtube,Trung Nguyên Legend,video,2019-09-25,3556,91,2.5591,0.0,Hành Trình Từ Trái Tim tiếp lửa khởi nghiệp trên đất Sen hồng Đồng Tháp,6,0,0.0
130,ktF4gCE4OtA,youtube,Highlands Coffee Vietnam,video,2019-11-29,14400,90,0.625,0.0,Highlands Coffee - Hành trình “20 Năm - Gắn Kết Niềm Tự Hào Đất Việt”,1,0,0.0
161,gmIvC098IHc,youtube,Highlands Coffee Vietnam,video,2019-07-05,4499713,89,0.002,0.0,"MỪNG 300 QUÁN, TRĂM CHUYỆN ĐẬM ĐÀ  🎉",10,2,20.0
1205,XWCb_kYteoI,youtube,Trung Nguyên Legend,video,2022-05-20,3100,89,2.871,0.0,TỦ SÁCH NỀN TẢNG ĐỔI ĐỜI | Định vị: Cuộc chiến giành tâm trí khách hàng trong “kỷ nguyên định vị”,2,0,0.0
1219,fM3RhCOJHlg,youtube,Trung Nguyên Legend,video,2021-12-29,3496,86,2.46,0.0,TỦ SÁCH NỀN TẢNG ĐỔI ĐỜI | Bàn Về Khế Ước Xã Hội: kiệt tác triết học chính trị thế giới,2,1,50.0
1392,Jn3twgQZZog,youtube,Trung Nguyên Legend,video,2019-05-28,7462,85,1.1391,0.0,Hành trình Từ Trái Tim đến với Học viện Hàng không Việt Nam (27/05/2019 - Tp. HCM),5,0,0.0
1380,vEAb3HYdEmw,youtube,Trung Nguyên Legend,video,2019-06-24,21450,85,0.3963,0.0,Hành trình từ Trái tim đến với quân cảng Cam Ranh - Khánh Hoà,1,0,0.0
1230,4IaOi-dMvRw,youtube,Trung Nguyên Legend,video,2021-12-29,3635,84,2.3109,0.0,"MẬT MÃ THÀNH CÔNG | Hàn Quốc  - Bí mật tạo nên kỳ tích ""sông Hàn""",3,0,0.0
1408,0kcAvlaaQ0k,youtube,Trung Nguyên Legend,video,2019-04-19,2951,84,2.8465,0.0,Nhật Ký Hành Trình Từ Trái Tim:  Bản Giốc,8,3,37.5
166,Dlq86Ojem5A,youtube,Highlands Coffee Vietnam,video,2019-01-30,6140,84,1.3681,0.0,"LÌ XÌ TẾT VÀNG, RỘN RÀNG CHUYỆN XUÂN",0,0,
1223,qei6rstuAN4,youtube,Trung Nguyên Legend,video,2021-12-29,3949,84,2.1271,0.0,MẬT MÃ THÀNH CÔNG | Tinh thần chiến binh tạo nên Đế chế Nguyên Mông hùng mạnh,2,0,0.0
1187,_GLP0ZeZ3Q8,youtube,Trung Nguyên Legend,video,2022-09-20,4162,83,1.9942,0.0,TỦ SÁCH NỀN TẢNG ĐỔI ĐỜI | Sapiens - Lược Sử Loài Người: Cuốn sách giải mã lịch sử loài người,5,3,60.0
1089,DZFbr44SXok,youtube,Trung Nguyên Legend,video,2023-12-18,2712,83,3.0605,0.0,TỦ SÁCH NỀN TẢNG ĐỔI ĐỜI | Khám Phá Hành Trình Ngôn Ngữ Của Loài Người,3,1,33.33
1204,ugHw41tt5Cw,youtube,Trung Nguyên Legend,video,2022-05-21,3517,83,2.36,0.0,TỦ SÁCH NỀN TẢNG ĐỔI ĐỜI | Suy niệm mỗi ngày: Cuốn sách của những suy niệm vượt thời gian,3,1,33.33
1034,cCKqIUYLD1Y,youtube,Trung Nguyên Legend,video,2024-09-10,11515,83,0.7208,0.0,Thế giới cà phê Trung Nguyên Legend hiện diện tại Bưu điện đẹp nhất thế giới,4,3,75.0
184,FAIGBHh5ep4,youtube,Highlands Coffee Vietnam,video,2017-12-08,2016778,82,0.0041,0.0,"HIGHLANDS COFFEE - FREEZE NGON, TRÒN CÂU CHÚC (MỚI) - CHỈ 49K",2,2,100.0
122,ai6lx8_UnBo,youtube,Highlands Coffee Vietnam,video,2020-03-27,3781,81,2.1423,0.0,HIGHLANDS COFFEE - TỰ GIÁC CÁCH LY,6,6,100.0
158,ZjMsJDDvpHM,youtube,Highlands Coffee Vietnam,video,2019-07-11,265627,80,0.0301,0.0,MỪNG 300 QUÁN - TRĂM CHUYỆN BUỒN VUI ĐƯỢC CHIA SỚT TẠI HIGHLANDS COFFEE,2,1,50.0
1238,KawlyyLWWs8,youtube,Trung Nguyên Legend,video,2021-12-14,2958,80,2.7045,0.0,“Khác Biệt Hay Là Chết” - Triết lý xây dựng thương hiệu bền vững,2,0,0.0
1351,iLLLETyarCo,youtube,Trung Nguyên Legend,video,2019-09-19,2660,78,2.9323,0.0,"Hành trình từ trái tim: Đưa sách quý về vùng sâu vùng, vùng xa tại Bạc Liêu, Cà Mau",7,1,14.29
1167,UVFwoY0yRBY,youtube,Trung Nguyên Legend,video,2023-03-01,3560,76,2.1348,0.0,Buôn Ma Thuột - Nơi khởi phát Cà phê Triết Đạo,6,2,33.33
1203,uLHh4nfv88o,youtube,Trung Nguyên Legend,video,2022-05-28,2060,75,3.6408,0.0,CÀ PHÊ TRIẾT ĐẠO | Cà Phê Trong Phẩm Tính Người Do Thái,4,1,25.0
177,5bG1WZgzb4A,youtube,Highlands Coffee Vietnam,video,2018-02-10,534921,75,0.014,0.0,ĐƯƠNG ĐẠI HOÁ TRANH ĐÔNG HỒ CÙNG HIGHLANDS COFFEE,7,3,42.86
1202,hQk8bIB_XfI,youtube,Trung Nguyên Legend,video,2022-06-20,3412,74,2.1688,0.0,TỦ SÁCH NỀN TẢNG ĐỔI ĐỜI | Lịch sử văn minh Trung Hoa – góc nhìn trân trọng lịch sử phương Đông,2,2,100.0
1216,PaNT57PoE5Y,youtube,Trung Nguyên Legend,video,2022-01-12,2717,74,2.7236,0.0,TỦ SÁCH NỀN TẢNG ĐỔI ĐỜI | Nguồn Gốc Văn Minh: Văn minh nhân loại bắt nguồn từ đâu?,4,0,0.0
1350,p2WL0fUs9TY,youtube,Trung Nguyên Legend,video,2019-09-20,2426,73,3.0091,0.0,"Sách quý đổi đời đến với học sinh, thanh niên vùng sâu, vùng xa của Đất mũi Cà Mau",10,1,10.0
1192,G7KV6tat63Q,youtube,Trung Nguyên Legend,video,2022-08-05,3566,73,2.0471,0.0,TỦ SÁCH NỀN TẢNG ĐỔI ĐỜI | Lịch sử văn minh Ả Rập – Bí ẩn nền văn minh rực rỡ giữa sa mạc,3,0,0.0
1252,6ueWa55pd3E,youtube,Trung Nguyên Legend,video,2021-11-03,2276,73,3.2074,0.0,Tương lai của quyền lực - Quyền lực nào sẽ thống trị tương lai,5,0,0.0
1379,Z3w2a8hoD5k,youtube,Trung Nguyên Legend,video,2019-06-25,11179,73,0.653,0.0,Pha chế Americano với Trung Nguyên Legend Capsule,2,1,50.0
1189,I9nXXARLw0k,youtube,Trung Nguyên Legend,video,2022-09-07,4573,73,1.5963,0.0,Hội thảo Nhượng quyền 0 đồng cùng Trung Nguyên E-Coffee,4,1,25.0
1171,Pw6G6B3_6PU,youtube,Trung Nguyên Legend,video,2023-01-30,3146,72,2.2886,0.0,TỦ SÁCH NỀN TẢNG ĐỔI ĐỜI | Cuốn Sách Giúp Bạn Tổ Chức Khoa Học Trong Công Việc,4,0,0.0
151,eOvKm7-jpo8,youtube,Highlands Coffee Vietnam,video,2019-10-07,4728,69,1.4594,0.0,HIGHLANDS COFFEE - 20 NĂM GẮN KẾT NIỀM TỰ HÀO ĐẤT VIỆT - Teaser,0,0,
187,k2ptHECuWW8,youtube,Highlands Coffee Vietnam,video,2017-10-02,17487,68,0.3889,0.0,HÃY NÓI YES VỚI HIGHLANDS PHIN SỮA ĐÁ ĐẬM ĐÀ (60s),0,0,
1263,dsFoyKwtOPM,youtube,Trung Nguyên Legend,video,2021-10-06,2695,68,2.5232,0.0,Chiến Tranh Tiền Tệ - Giải mã bí ẩn về gia tộc giàu có nhất thế giới & quy luật vận hành của tiền tệ,5,0,0.0
1109,CCb4tTbba-o,youtube,Trung Nguyên Legend,video,2023-09-19,3558,68,1.9112,0.0,TỦ SÁCH NỀN TẢNG ĐỔI ĐỜI | Minh Triết Trong Ăn Uống Của Phương Đông,2,0,0.0
1261,9NYxD2n3epQ,youtube,Trung Nguyên Legend,video,2021-10-09,3897,67,1.7193,0.0,GIẢI MÃ NHỮNG BÍ ẨN VỀ LỊCH SỬ VĂN MINH ẤN ĐỘ,3,2,66.67
1163,e-7ZMzA_FEM,youtube,Trung Nguyên Legend,video,2023-03-12,8400,67,0.7976,0.0,Đặc sắc Lễ hội đường phố: Buôn Ma Thuột - Nơi hội tụ 3 nền văn minh cà phê thế giới,5,2,40.0
1213,x3LLfHWQ1zY,youtube,Trung Nguyên Legend,video,2022-01-31,3051,66,2.1632,0.0,CÀ PHÊ TRIẾT ĐẠO | Napoléon Bonaparte - Cà phê làm cho tôi thức tỉnh và mạnh mẽ phi thường,4,1,25.0
222,SBxJWQk9fBU,youtube,Phuc Long,video,2017-11-28,11164,65,0.5822,0.0,TEA OF LOVE - Phuc Long Coffee & Tea,5,1,20.0
592,zk45oTJM_sw,youtube,Cheese Coffee,video,2022-11-08,3814,65,1.7042,0.0,Có ai yêu thích cà phê phô mai của Cheese Coffee không?,0,0,
1406,MRgOjfpbwpI,youtube,Trung Nguyên Legend,video,2019-04-20,5288,65,1.2292,0.0,Hành trình Từ Trái Tim đến với huyện Trùng Khánh Tỉnh Cao Bằng,5,1,20.0
1332,3Sv6-8G9D_4,youtube,Trung Nguyên Legend,video,2019-11-27,3348,64,1.9116,0.0,Hành Trình Từ Trái Tim đến với trường Cao đẳng Kỹ thuật Đồng Nai,5,0,0.0
1169,k4py9QAcd0E,youtube,Trung Nguyên Legend,video,2023-02-27,2240,63,2.8125,0.0,TỦ SÁCH NỀN TẢNG ĐỔI ĐỜI | Vật Lý Của Tương Lai: Dự Đoán Thế Giới Năm 2100,4,1,25.0
1055,LcVvtC1NmsM,youtube,Trung Nguyên Legend,video,2024-05-06,2352,62,2.6361,0.0,TỦ SÁCH NỀN TẢNG ĐỔI ĐỜI | Khám phá ngôn ngữ tư duy,5,3,60.0
141,WuLun5exszA,youtube,Highlands Coffee Vietnam,video,2019-10-25,6838,62,0.9067,0.0,Highlands Coffee 20 Năm - Cảm ơn những người đồng hành,1,0,0.0
1148,AUcbmFrit-8,youtube,Trung Nguyên Legend,video,2023-04-10,2169,62,2.8585,0.0,TỦ SÁCH NỀN TẢNG ĐỔI ĐỜI | Bàn Về Tương Lai Nhân Loại,6,0,0.0
1259,q3_YOeUNY2o,youtube,Trung Nguyên Legend,video,2021-10-12,1455,60,4.1237,0.0,CÀ PHÊ TRIẾT ĐẠO | Quán cà phê – chốn khai mở tư tưởng thời đại của Sigmund Freud,2,1,50.0
1315,XTgAw0cw2r4,youtube,Trung Nguyên Legend,video,2020-04-15,5055,60,1.1869,0.0,"Hướng dẫn pha chế Cold Brew Soda Chanh - Thanh mát cơ thể, đẩy lùi Covid-19",1,0,0.0
1119,AVImHn9IWWE,youtube,Trung Nguyên Legend,video,2023-06-05,2728,60,2.1994,0.0,TỦ SÁCH NỀN TẢNG ĐỔI ĐỜI |  Thuật gây ảnh hưởng hay là truyền bá tư tưởng,0,0,
1348,WO4LU12-mbM,youtube,Trung Nguyên Legend,video,2019-09-21,1265,59,4.664,0.0,Hành Trình Từ Trái Tim băng rừng đưa sách quý đến huyện khó khăn nhất của tỉnh Kiên Giang,9,0,0.0
461,U95QDtPyF7Y,youtube,Trung Nguyên Legend,video,2025-09-30,1581,59,3.7318,0.0,Tại sao thế giới hiện đại cần tiếp thu mưu lược từ Quỷ Cốc Tử?,3,1,33.33
